state,export,role,panel,method,mean_delta_mse,energy_distance,response_loss,without_own_response_loss,identity_advantage,output_change_mse
B-continue,internal,train,seen,perturbation_mean,1.8745978493928293,13.445245789727304,15.319843633887993,15.314952210721614,,
B-continue,internal,val,all,global_mean,4.747498432803437,20.27004016061204,25.01753860605073,24.991051109417253,,
B-continue,internal,val,all,model,5.607498802946111,25.123811871159518,30.731310705351714,30.705414014889246,0.4231387371028856,0.04258822110250198
B-continue,internal,val,all,no_change,4.877595749017426,20.475006116899213,25.35260181546128,25.32582519822338,,
B-continue,internal,val,all,perturbation_mean,7.1876357183533015,30.89102885872234,38.07866449624997,38.07290553769,,
B-continue,internal,val,native_all,global_mean,6.070032047230181,26.391119169161993,32.46115126473699,32.43002077389663,,
B-continue,internal,val,native_all,model,6.773200200061367,30.756514092230763,37.52971430963467,37.49861653655308,0.6383593711320384,0.04908892555896954
B-continue,internal,val,native_all,no_change,6.347072728181362,27.364456687918732,33.711529335853925,33.67961249508778,,
B-continue,internal,val,native_all,perturbation_mean,10.039035693736954,43.428144303130715,53.46717993521998,53.45799495699041,,
B-continue,internal,val,native_common,global_mean,6.0193024938351,26.27548722213913,32.29478976920751,32.26318116101522,,
B-continue,internal,val,native_common,model,6.716832422558532,30.63272826801021,37.349560715564486,37.317986602722236,0.6922485997067978,0.05011384393251366
B-continue,internal,val,native_common,no_change,6.293661360476037,27.237443619138734,33.53110489231618,33.498697874366776,,
B-continue,internal,val,native_common,perturbation_mean,10.039035693736954,43.428144303130715,53.46717993521998,53.45799495699041,,
B-continue,internal,val,seen,global_mean,4.7603540020359025,20.510574426231344,25.270928454076326,25.24242623679613,,
