job_key,evaluation_scope,fold,feature_set,model,weighting,fit_seconds,spearman,spearman_defined,pearson,pearson_defined,rmse,mae,r2,auroc_lt_neg0p5,auprc_lt_neg0p5,top5pct_enrichment_lt_neg0p5,auroc_lt_neg1p0,auprc_lt_neg1p0,top5pct_enrichment_lt_neg1p0,checkpoint_path,n_train,n_test
internal_cv_target_index_valid|3|delta_mask_target|pca50_ridge|unweighted,internal_cv_target_index_valid,3,delta_mask_target,pca50_ridge,unweighted,2.442180231000748,0.4433755072809741,True,0.4040881732716316,True,0.6210869413409026,0.47765329573237875,0.15518420642944863,0.7310567130711015,0.901864986806229,1.20603517186251,0.7219133435582822,0.6820511136704026,1.6939331970006817,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_3/delta_mask_target__pca50_ridge__unweighted.joblib,1423,355
internal_cv_target_index_valid|3|delta_mask_target|random_forest|unweighted,internal_cv_target_index_valid,3,delta_mask_target,random_forest,unweighted,115.68674625299991,0.4075365926275612,True,0.3843707470832991,True,0.6259352393012596,0.4867062351006594,0.1419432087738105,0.7025600298981594,0.8946031434162891,1.276978417266187,0.706096625766871,0.6769692412289822,1.9359236537150646,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_3/delta_mask_target__random_forest__unweighted.joblib,1423,355
internal_cv_target_index_valid|3|delta_mask_target|pca20_random_forest|unweighted,internal_cv_target_index_valid,3,delta_mask_target,pca20_random_forest,unweighted,2.3778363030005494,0.44206361766102237,True,0.4240792796661437,True,0.6183346655114649,0.48001957756579733,0.16265502598978587,0.7268522844062412,0.9009781921350943,1.276978417266187,0.7191653885480572,0.6784497122695774,1.8149284253578732,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_3/delta_mask_target__pca20_random_forest__unweighted.joblib,1423,355
internal_cv_target_index_valid|3|delta_mask_target|pca50_random_forest|unweighted,internal_cv_target_index_valid,3,delta_mask_target,pca50_random_forest,unweighted,3.2803810090008483,0.44479602812073366,True,0.42093860247353443,True,0.6191602065919892,0.475225323170946,0.16041764818460613,0.7197514715500327,0.8974887679782574,1.276978417266187,0.7197085889570553,0.6777190532767633,1.9359236537150646,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_3/delta_mask_target__pca50_random_forest__unweighted.joblib,1423,355
internal_cv_target_index_valid|3|delta_mask_target|pca100_random_forest|unweighted,internal_cv_target_index_valid,3,delta_mask_target,pca100_random_forest,unweighted,4.7360184019999,0.4342950102059702,True,0.4096734859326792,True,0.6218165872342799,0.4758456044620002,0.15319808045298056,0.7187704381948986,0.8958625836253016,1.276978417266187,0.7185263292433538,0.6852820748719287,1.9359236537150646,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_3/delta_mask_target__pca100_random_forest__unweighted.joblib,1423,355
internal_cv_target_index_valid|4|delta_all|pca50_ridge|unweighted,internal_cv_target_index_valid,4,delta_all,pca50_ridge,unweighted,2.8356369670000277,0.5106372763336829,True,0.4805613283544309,True,0.6234799335057267,0.47600720276085423,0.22870337618250114,0.7785454545454545,0.920794738956304,1.2191919191919192,0.7372552820314016,0.6861065392451916,2.0490620490620493,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_4/delta_all__pca50_ridge__unweighted.joblib,1423,355
internal_cv_target_index_valid|4|delta_all|random_forest|unweighted,internal_cv_target_index_valid,4,delta_all,random_forest,unweighted,109.89407856499929,0.5309888659705327,True,0.5163783633867944,True,0.6095938796224262,0.46134982212499254,0.2626771968781343,0.7769545454545455,0.9181713699151225,1.290909090909091,0.7545389933449634,0.700904370493952,2.0490620490620493,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_4/delta_all__random_forest__unweighted.joblib,1423,355
internal_cv_target_index_valid|4|delta_all|pca20_random_forest|unweighted,internal_cv_target_index_valid,4,delta_all,pca20_random_forest,unweighted,2.3129104999998162,0.5308284672805449,True,0.51864480909433,True,0.6073137407517794,0.4610922231645067,0.26818267927646555,0.7878181818181818,0.9246130360264208,1.290909090909091,0.7415842863604057,0.6901416041668444,2.0490620490620493,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_4/delta_all__pca20_random_forest__unweighted.joblib,1423,355
internal_cv_target_index_valid|4|delta_all|pca50_random_forest|unweighted,internal_cv_target_index_valid,4,delta_all,pca50_random_forest,unweighted,3.4086953999994876,0.5348207316647936,True,0.5183549400885186,True,0.6074577329040793,0.46333520277103435,0.2678356150288428,0.7930454545454546,0.9200517148612779,1.2191919191919192,0.7465917167409706,0.6949427251228592,1.9209956709956713,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_4/delta_all__pca50_random_forest__unweighted.joblib,1423,355
internal_cv_target_index_valid|4|delta_all|pca100_random_forest|unweighted,internal_cv_target_index_valid,4,delta_all,pca100_random_forest,unweighted,4.700644882000233,0.5306983780420095,True,0.5208106857235998,True,0.6074378370741117,0.45854918225667685,0.26788357484157943,0.7823181818181819,0.9168456420010456,1.2191919191919192,0.7507268850552432,0.6981613581910036,1.9209956709956713,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_4/delta_all__pca100_random_forest__unweighted.joblib,1423,355
internal_cv_target_index_valid|4|delta_mask_target|pca50_ridge|unweighted,internal_cv_target_index_valid,4,delta_mask_target,pca50_ridge,unweighted,2.735469385000215,0.510502627266168,True,0.48071308840709914,True,0.6234113554248636,0.4759148054874279,0.22887304045050016,0.7788181818181816,0.9213278046233272,1.2191919191919192,0.7367060799896622,0.6863196019779333,2.0490620490620493,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_4/delta_mask_target__pca50_ridge__unweighted.joblib,1423,355
internal_cv_target_index_valid|4|delta_mask_target|random_forest|unweighted,internal_cv_target_index_valid,4,delta_mask_target,random_forest,unweighted,110.39270437699997,0.5269974062619863,True,0.516616620717513,True,0.609422807433416,0.4620033206349039,0.2630909731028255,0.7742272727272728,0.9167791283688491,1.290909090909091,0.7500161530012276,0.6988745816041312,2.0490620490620493,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_4/delta_mask_target__random_forest__unweighted.joblib,1423,355
internal_cv_target_index_valid|4|delta_mask_target|pca20_random_forest|unweighted,internal_cv_target_index_valid,4,delta_mask_target,pca20_random_forest,unweighted,2.399504701999831,0.5321062922957666,True,0.5155271363320417,True,0.6084855834500541,0.46066568983485745,0.26535579724431513,0.7928181818181818,0.9268594836732271,1.290909090909091,0.7424242424242424,0.6896393818995057,2.0490620490620493,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_4/delta_mask_target__pca20_random_forest__unweighted.joblib,1423,355
internal_cv_target_index_valid|4|delta_mask_target|pca50_random_forest|unweighted,internal_cv_target_index_valid,4,delta_mask_target,pca50_random_forest,unweighted,3.2069113560000915,0.530869237516127,True,0.5172249588864831,True,0.6079739261223741,0.4610727281929608,0.26659075847959113,0.7861363636363636,0.9187287356631781,1.290909090909091,0.7475932028170834,0.6952229657605493,2.177128427128427,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_4/delta_mask_target__pca50_random_forest__unweighted.joblib,1423,355
internal_cv_target_index_valid|4|delta_mask_target|pca100_random_forest|unweighted,internal_cv_target_index_valid,4,delta_mask_target,pca100_random_forest,unweighted,4.591763278000144,0.5347166602739654,True,0.5253903860401347,True,0.6051410007121684,0.45492300424697346,0.2734096464592495,0.7812727272727272,0.9178007570134192,1.290909090909091,0.7544420753375977,0.7095414750169897,2.0490620490620493,/home/richard/projects/VCC/results/replogle_k562_b_to_c_baseline/runs/pca_rf_unweighted_20260514/models/cv/internal_cv_target_index_valid/fold_4/delta_mask_target__pca100_random_forest__unweighted.joblib,1423,355
