evaluation_scope,feature_set,model,weighting,n_folds,spearman_mean,spearman_std,pearson_mean,pearson_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,auroc_lt_neg0p5_mean,auroc_lt_neg0p5_std,auprc_lt_neg0p5_mean,auprc_lt_neg0p5_std,top5pct_enrichment_lt_neg0p5_mean,top5pct_enrichment_lt_neg0p5_std,auroc_lt_neg1p0_mean,auroc_lt_neg1p0_std,auprc_lt_neg1p0_mean,auprc_lt_neg1p0_std,top5pct_enrichment_lt_neg1p0_mean,top5pct_enrichment_lt_neg1p0_std
internal_cv_all,delta_all,pca100_ridge,sqrt_n_cells,5,0.4765386835561333,0.042408425692238745,0.47052228291314135,0.046604383116643416,0.6208345067650097,0.03379478084506887,0.47262814270317194,0.019145327419271774,0.21906756357880902,0.047675926638832106,0.7507406182400661,0.024537405904758166,0.8906655401793712,0.014482589792053531,1.2668079462907522,0.0656136833293092,0.7333340350447033,0.03358991138748879,0.6719126184254407,0.04201809435876302,2.0059147521743106,0.1451393685965987
internal_cv_all,delta_mask_target,pca100_ridge,sqrt_n_cells,5,0.4764938590058801,0.042645692751334195,0.4704785688965504,0.04677704267515482,0.6208430622204952,0.03385645358700655,0.47263490015833093,0.019270061367611266,0.2190449986155573,0.04780329647714331,0.7506819598213006,0.024623131813562578,0.8905507104732526,0.014526957643744164,1.2668079462907522,0.0656136833293092,0.7331072376821018,0.03352981457583703,0.6717904465707016,0.04178750714917912,2.029187479447038,0.12405537083532182
internal_cv_all,delta_all,random_forest,unweighted,5,0.4758254919949844,0.04694987050085912,0.48079817152388316,0.05382486955685544,0.6163412106713733,0.03772331549848409,0.47173691251951044,0.023211766004643114,0.23054633711091582,0.05218948038821511,0.743165035176945,0.026858241367907352,0.8896929456203695,0.01812543443342281,1.3073240016924728,0.07189543631743713,0.733800237896203,0.03406098274051229,0.6704854124834163,0.04537886277946543,2.005769709381006,0.2023746490441388
internal_cv_all,delta_mask_target,random_forest,unweighted,5,0.47430237823465893,0.04243780408762268,0.4794162852726971,0.05137538122928836,0.6169553788448371,0.03683962827928864,0.4722698897588856,0.02289215337885481,0.22904778626299316,0.049589639836056534,0.7423361084452733,0.024881603399146482,0.8889663601102346,0.017093083752294937,1.320750575119046,0.0524357752480953,0.7337063177239415,0.03295033777328697,0.6711730056591066,0.04571980092928085,2.0526844119623755,0.15223296135931375
internal_cv_all,delta_all,random_forest,sqrt_n_cells,5,0.4700204314041324,0.04355424368002163,0.4753994649992115,0.051799330854759656,0.6185355302654274,0.03728693182810998,0.47471637409859024,0.02174045517115378,0.22519136595398748,0.04867254885509766,0.7407870055271283,0.026391596989901525,0.8880499290930622,0.015484252320359377,1.2935964031261644,0.06217311078087551,0.7323407408629684,0.03090039945081539,0.6692921903512168,0.05004199015554269,1.9578872277432502,0.24833491552343218
internal_cv_all,delta_mask_target,random_forest,sqrt_n_cells,5,0.46999547592476965,0.044961167791519374,0.47479028574171095,0.052409479409782515,0.6188274357257659,0.03777683505630058,0.4754149801829707,0.02218038161973139,0.22449792142573194,0.049030527754901555,0.7414243235228908,0.027614314046471702,0.8890898308376716,0.016595276156343142,1.2935964031261644,0.06217311078087551,0.7314618091868891,0.03124617173026051,0.6684114523145123,0.0498730970687149,1.9336467214141362,0.24164690994503338
internal_cv_all,response_burden,ridge,unweighted,5,0.42593448822171504,0.04426555002605562,0.3869119104044074,0.047116530797376405,0.6486602099271686,0.029561825916626813,0.4965865746488139,0.014120720237571275,0.14754573478342498,0.037626365740714755,0.7325598784877476,0.030881566978497206,0.8753166755449197,0.02401862990028811,1.226528226011032,0.09636532283970646,0.7048389747196062,0.027527018361708105,0.6092002501338318,0.02784385633026631,1.5574880046528463,0.11772220346168237
internal_cv_all,response_burden,ridge,sqrt_n_cells,5,0.4247320444377299,0.04509652489123888,0.38703906756000805,0.047343707394378834,0.649434221780639,0.029228796727487273,0.5009393904552614,0.014366936647582379,0.14539141046703252,0.04018290639253173,0.7316371218098866,0.03283782329418375,0.8752505904664607,0.026983910830228348,1.2128006274447238,0.08698031088038144,0.7041011169072081,0.02752168133743833,0.6099637042663654,0.027474895141616947,1.5553282412974627,0.11098956563699737
internal_cv_all,response_burden,elastic_net,unweighted,5,0.42463902300213696,0.042476749510643744,0.38295164919102465,0.045474490575788236,0.6498857925874784,0.028969005330418726,0.4977601700463145,0.013805046118108016,0.1443349556185154,0.035565007531933826,0.7325823138434796,0.030824809125545614,0.8752566594514339,0.022466548679054395,1.2399547994376054,0.07121823078380506,0.7033421011654248,0.027296504858396554,0.6048236184116929,0.028847514042033277,1.5330232930811223,0.025912898811937993
internal_cv_all,response_burden,elastic_net,sqrt_n_cells,5,0.42311904412758106,0.043029862156526974,0.3830697906442152,0.04565680319224902,0.6505397381861057,0.028621523412624403,0.5019695593952721,0.014100133006473578,0.14250174888162875,0.03799442657814456,0.7314476325278811,0.032556348869497355,0.8751180679840568,0.025215042185572217,1.2131016525844585,0.12370627807762255,0.702490486566173,0.026805368945891896,0.6082595703668211,0.02632347981702635,1.5337668668948987,0.10350034998835207
internal_cv_all,response_burden,random_forest,unweighted,5,0.39072722503768564,0.057990323982783074,0.3755088532379722,0.062458359146944774,0.6569766072759334,0.02997643168887249,0.5064142491465413,0.01897350670299194,0.12427759653297239,0.06543125852021396,0.7166192292832164,0.03939147754590512,0.8754912499474056,0.025593588721989913,1.3068032996778887,0.058752653325385734,0.6850426714368799,0.032066905101248405,0.6164114253756838,0.04610589165957983,1.863973582389259,0.18608290145989767
internal_cv_all,response_burden,random_forest,sqrt_n_cells,5,0.3898091423446074,0.05269384669543835,0.3752701195662347,0.05590564417914243,0.6576392166080675,0.028894685780990054,0.5080264501688425,0.01781083660596675,0.12274603459194447,0.05965890354212906,0.7167789195688503,0.03950750293432632,0.8729662630008533,0.025937953310340444,1.320229873104462,0.03240230153781534,0.6833461980636174,0.027134234568537554,0.6108535360975353,0.03661962464362901,1.8635251719040387,0.13681780225352055
internal_cv_all,delta_all,ridge,unweighted,5,0.3476695458025086,0.03732044775790191,0.356381565565062,0.039660962748782995,0.7237006596815576,0.033132255430349575,0.5531956055062919,0.018709863370458678,-0.060639533656249835,0.030419542798693383,0.6744509190218185,0.02526328446917526,0.8634667835184271,0.015161795637078455,1.3339574716707703,0.037938545614274954,0.6695668947378808,0.02535891036100838,0.6116785791723275,0.04078718515734169,1.816465426529365,0.21923331159114967
internal_cv_all,delta_all,ridge,sqrt_n_cells,5,0.3469432189667946,0.037292809965952876,0.355733995649524,0.039692556620030184,0.724432633436194,0.033241492788065395,0.5538187367330887,0.01884331340225956,-0.06277909104453445,0.03050237777878353,0.6739881812572313,0.025537649397251647,0.8632951970024786,0.015269047415213384,1.3339574716707703,0.037938545614274954,0.6692332280830205,0.02539621481843898,0.611265647529114,0.040498687265500655,1.7931926992566374,0.20337745791663614
