evaluation_scope,fold,feature_set,model,weighting,spearman,pearson,rmse,mae,r2,auroc_lt_neg0p5,auprc_lt_neg0p5,top5pct_enrichment_lt_neg0p5,auroc_lt_neg1p0,auprc_lt_neg1p0,top5pct_enrichment_lt_neg1p0
internal_cv_all,0,response_burden,mean_label,unweighted,,,0.6854439893462009,0.539976987927206,-9.692507876080114e-05,0.5,0.7447916666666666,1.006993006993007,0.5,0.4296875,0.8145454545454545
internal_cv_all,0,response_burden,ridge,unweighted,0.40738827099793157,0.3883444592295225,0.6316946791526904,0.49114659401751243,0.15059935849192663,0.6897388325959755,0.8371494314821881,1.0741258741258743,0.7058530510585306,0.6093240063962412,1.5127272727272727
internal_cv_all,0,response_burden,ridge,sqrt_n_cells,0.40140381811400083,0.3846555747280662,0.6338096833297803,0.49489881288733767,0.1449020068752772,0.6847438276009704,0.832304367139783,1.0741258741258743,0.7030579770305798,0.6100929634262748,1.7454545454545454
internal_cv_all,0,response_burden,elastic_net,unweighted,0.4079583601776813,0.38598155089610625,0.6323979770201021,0.49152545774829076,0.14870694360481707,0.6897031539888682,0.8396105991272856,1.1412587412587414,0.7063235090632352,0.6090677284287134,1.5127272727272727
internal_cv_all,0,response_burden,elastic_net,sqrt_n_cells,0.40201374995761413,0.3833037443839062,0.63413315266475,0.4951885937512088,0.14402897331857467,0.6848508634222918,0.8355396258055843,1.006993006993007,0.7033347170333472,0.6135270020104371,1.5127272727272727
internal_cv_all,0,response_burden,random_forest,unweighted,0.3311190278390017,0.3244035526399573,0.6621526169808144,0.5120046270586129,0.06671486906407365,0.6661195946910232,0.8392644328516077,1.2083916083916084,0.6683824546838245,0.5745852832125157,1.629090909090909
internal_cv_all,0,response_burden,random_forest,sqrt_n_cells,0.3303406123902207,0.3246615831382518,0.6627407203239665,0.511945438225032,0.06505630324308631,0.6625517339803053,0.8352540040300409,1.2755244755244755,0.6677459526774595,0.5724198696542446,1.629090909090909
internal_cv_all,0,target_knockdown_only,mean_label,unweighted,,,0.6854439893462009,0.539976987927206,-9.692507876080114e-05,0.5,0.7447916666666666,1.006993006993007,0.5,0.4296875,0.8145454545454545
internal_cv_all,0,target_knockdown_only,ridge,unweighted,0.16011222561438884,0.2527161717925729,0.6637652179625002,0.5210486816972661,0.06216350391936509,0.5867703724846581,0.8034599330519308,1.0741258741258743,0.5747613117476131,0.5437318470131298,1.7454545454545454
internal_cv_all,0,target_knockdown_only,ridge,sqrt_n_cells,0.16011222561438884,0.2527161827963838,0.6641253547151408,0.5221742286456296,0.06114555056233073,0.5867703724846581,0.8034599330519308,1.0741258741258743,0.5747613117476131,0.5437318470131298,1.7454545454545454
internal_cv_all,0,target_knockdown_only,elastic_net,unweighted,0.16011222561438884,0.252716176019547,0.6637061599242137,0.5210084395592579,0.06233038316580164,0.5867703724846581,0.8034599330519308,1.0741258741258743,0.5747613117476131,0.5437318470131298,1.7454545454545454
internal_cv_all,0,target_knockdown_only,elastic_net,sqrt_n_cells,0.16011222561438884,0.2527161841773461,0.6640586405039549,0.5221389057534603,0.06133416491832666,0.5867703724846581,0.8034599330519308,1.0741258741258743,0.5747613117476131,0.5437318470131298,1.7454545454545454
internal_cv_all,0,target_knockdown_only,random_forest,unweighted,0.17636005050562695,0.230109210083788,0.69673085894178,0.5436561446610789,-0.0333043072424648,0.5844869416297989,0.7966099130921307,1.1412587412587414,0.5742631797426317,0.5374268600936843,1.629090909090909
internal_cv_all,0,target_knockdown_only,random_forest,sqrt_n_cells,0.1954147908197107,0.24044787931255512,0.6972769759982782,0.5459298219723636,-0.03492480749309812,0.5937455401741116,0.8007634151944475,1.1412587412587414,0.5834647848346479,0.5371073702275356,1.629090909090909
internal_cv_all,0,n_cells_only,mean_label,unweighted,,,0.6854439893462009,0.539976987927206,-9.692507876080114e-05,0.5,0.7447916666666666,1.006993006993007,0.5,0.4296875,0.8145454545454545
internal_cv_all,0,n_cells_only,ridge,unweighted,0.02545817726236325,0.14847430686752341,0.6795981151684758,0.5376556472651828,0.01688917420051439,0.4996253746253746,0.7751174344655254,1.1412587412587414,0.49757852497578525,0.4622745166900243,1.1636363636363636
internal_cv_all,0,n_cells_only,ridge,sqrt_n_cells,0.02545817726236325,0.14847430232763376,0.6785182621387873,0.5354603378832508,0.020010936162374926,0.4996253746253746,0.7751174344655254,1.1412587412587414,0.49757852497578525,0.4622745166900243,1.1636363636363636
internal_cv_all,0,n_cells_only,elastic_net,unweighted,0.02545817726236325,0.14847439755598768,0.6796759161802015,0.5376868367925454,0.016664066468959238,0.4996253746253746,0.7751174344655254,1.1412587412587414,0.49757852497578525,0.4622745166900243,1.1636363636363636
internal_cv_all,0,n_cells_only,elastic_net,sqrt_n_cells,0.02545817726236325,0.1484743095859738,0.6785411646247651,0.5354914882950652,0.019944778578026456,0.4996253746253746,0.7751174344655254,1.1412587412587414,0.49757852497578525,0.4622745166900243,1.1636363636363636
internal_cv_all,0,n_cells_only,random_forest,unweighted,5.8812007020107774e-05,-0.007468444127656584,0.7274247921520102,0.5705034626201216,-0.12635254412230634,0.5034608248893964,0.7414603472471848,1.006993006993007,0.517766708177667,0.4276932501341574,0.6981818181818181
internal_cv_all,0,n_cells_only,random_forest,sqrt_n_cells,-0.001366875817211478,-0.006008968736712373,0.7276104273952777,0.5705630087705832,-0.12692749677790482,0.5023547880690737,0.7401789806292338,1.006993006993007,0.5172132281721322,0.4273388650508144,0.6981818181818181
internal_cv_all,1,delta_all,mean_label,unweighted,,,0.6852288408503491,0.5413316689000199,-9.44274402880918e-05,0.5,0.7447916666666666,1.006993006993007,0.5,0.4296875,0.9309090909090909
internal_cv_all,1,delta_all,ridge,unweighted,0.4011308534807229,0.4016874929142721,0.6955818120941208,0.5327942765531285,-0.030543135929533616,0.697231340088483,0.881663794179317,1.3426573426573427,0.7004566210045661,0.6577243286775596,1.978181818181818
internal_cv_all,1,delta_all,ridge,sqrt_n_cells,0.4004350903665525,0.4010541988347497,0.696231800535513,0.5333730002457742,-0.03247002384566389,0.6970172684458399,0.8814586767572532,1.3426573426573427,0.700262903002629,0.65675036666142,1.8618181818181818
internal_cv_all,1,delta_all,elastic_net,unweighted,0.3122100810416737,0.3181790400445278,0.759041281430689,0.5869318139642322,-0.22715813876975854,0.6351862423290994,0.8500905086010309,1.3426573426573427,0.644499792444998,0.5935260814335087,1.5127272727272727
internal_cv_all,1,delta_all,elastic_net,sqrt_n_cells,0.31284459665660713,0.3220465849622972,0.759775906093214,0.5901781800106013,-0.22953465479421098,0.6365063507920651,0.8501762333730659,1.3426573426573427,0.6453576864535769,0.5948387600501001,1.629090909090909
internal_cv_all,1,delta_all,pca20_ridge,unweighted,0.5149009443559053,0.49908213127322465,0.5947130309232325,0.4672303303668741,0.24667106505239178,0.7613457970600828,0.898387901085004,1.2755244755244755,0.7488861214888612,0.6646338962847413,1.629090909090909
internal_cv_all,1,delta_all,pca20_ridge,sqrt_n_cells,0.5094098623308806,0.49479762714410835,0.5970318315885418,0.46892504222341813,0.24078511673511482,0.7607392607392608,0.8991072953134056,1.2755244755244755,0.7459526774595268,0.6663161945347824,1.7454545454545454
internal_cv_all,1,delta_all,pca50_ridge,unweighted,0.5367016632192873,0.5216980028886341,0.5854822010812056,0.4555516027127548,0.2698751443427465,0.7852861424289995,0.9107561195036431,1.2755244755244755,0.7531479175314792,0.6841020971773244,1.978181818181818
internal_cv_all,1,delta_all,pca50_ridge,sqrt_n_cells,0.5294426689498491,0.5079850543027975,0.5920003559463124,0.4591710025658055,0.2535277365415086,0.784180105608677,0.9116104045625635,1.3426573426573427,0.7481665974816659,0.6759592485665402,1.8618181818181818
internal_cv_all,1,delta_all,pca100_ridge,unweighted,0.5238678749448985,0.5088952455337021,0.5907803470712853,0.4617323808585449,0.25660126302812913,0.7828599971457114,0.9107013887294624,1.2755244755244755,0.7498823854988238,0.6857339867185162,1.978181818181818
internal_cv_all,1,delta_all,pca100_ridge,sqrt_n_cells,0.5062516954325048,0.49434017419886384,0.5978782619827586,0.46500509728017886,0.2386308661514992,0.7719423433709148,0.9093820180765647,1.3426573426573427,0.7403902034039022,0.6767338427597948,1.8618181818181818
internal_cv_all,1,delta_all,random_forest,unweighted,0.5182655301617443,0.5226189866943406,0.5859299055240157,0.4605958491398827,0.2687580988720192,0.7747252747252747,0.9117485084458841,1.3426573426573427,0.7437941054379411,0.68431365308914,1.978181818181818
internal_cv_all,1,delta_all,random_forest,sqrt_n_cells,0.5167941066766132,0.521369440560136,0.5869861044493917,0.46287412305017833,0.2661194453019038,0.7760453831882402,0.9104681777208129,1.3426573426573427,0.7456482634564827,0.6970184641052883,2.0945454545454547
internal_cv_all,1,delta_mask_target,mean_label,unweighted,,,0.6852288408503491,0.5413316689000199,-9.44274402880918e-05,0.5,0.7447916666666666,1.006993006993007,0.5,0.4296875,0.9309090909090909
internal_cv_all,1,delta_mask_target,ridge,unweighted,0.39385765996405686,0.39600330926458027,0.6996013176773399,0.5362400089604004,-0.04248779042605455,0.6933423719138005,0.8793742495912825,1.3426573426573427,0.696637608966376,0.65059280838257,1.978181818181818
internal_cv_all,1,delta_mask_target,ridge,sqrt_n_cells,0.39344672951069815,0.39533684808747505,0.7002867945148007,0.536852245364571,-0.04453167257025625,0.6933066933066934,0.8792646650089038,1.3426573426573427,0.6965822609658225,0.6492285798818339,1.978181818181818
internal_cv_all,1,delta_mask_target,elastic_net,unweighted,0.31270535926214776,0.3160424947518319,0.7595887164667573,0.5886995480298841,-0.2289288767521147,0.6344013129727415,0.8502793593423816,1.3426573426573427,0.6453853604538535,0.5845836297157425,1.629090909090909
internal_cv_all,1,delta_mask_target,elastic_net,sqrt_n_cells,0.30740819232986333,0.3103337678927048,0.766099197270728,0.5955572379461955,-0.25008560502535326,0.6369344940773511,0.8510524407682032,1.3426573426573427,0.6434481804344818,0.5868848461945932,1.629090909090909
internal_cv_all,1,delta_mask_target,pca20_ridge,unweighted,0.5145048489369638,0.4986753600838355,0.5948841225144547,0.46734499076652963,0.24623755584956908,0.760989010989011,0.8983586238330699,1.2755244755244755,0.7488584474885844,0.6641863363320885,1.629090909090909
internal_cv_all,1,delta_mask_target,pca20_ridge,sqrt_n_cells,0.5092392594350819,0.49435342344333044,0.5972308801223445,0.4690273282952451,0.24027879264006402,0.7607035821321535,0.898999761132261,1.2755244755244755,0.7458973294589735,0.6662734637748489,1.7454545454545454
internal_cv_all,1,delta_mask_target,pca50_ridge,unweighted,0.5356990268217422,0.5213954201428033,0.5856113010060859,0.4556780696439091,0.2695531210395794,0.7848223205366063,0.9105448031805159,1.2755244755244755,0.752871177528712,0.6841421040716333,1.978181818181818
internal_cv_all,1,delta_mask_target,pca50_ridge,sqrt_n_cells,0.5291004035129361,0.5076157364130571,0.592170454963494,0.4593154609416767,0.253098708285723,0.7839660339660339,0.9114556695025668,1.3426573426573427,0.7481942714819427,0.6759669634960824,1.8618181818181818
internal_cv_all,1,delta_mask_target,pca100_ridge,unweighted,0.5223150706995354,0.5083853423858201,0.5910057144532924,0.4619855609004541,0.2560339801669521,0.7819323533609247,0.9100611307064395,1.2755244755244755,0.7494119274941193,0.685350079326718,1.978181818181818
internal_cv_all,1,delta_mask_target,pca100_ridge,sqrt_n_cells,0.5063161218676885,0.4940754827711581,0.598007337792403,0.46510450525480945,0.2383020870275464,0.7724061652633081,0.9094782375215138,1.3426573426573427,0.7400857894008579,0.6767436831965377,1.978181818181818
internal_cv_all,1,delta_mask_target,random_forest,unweighted,0.5105953935098844,0.5186106446937616,0.5875351932576254,0.46199386068053144,0.2647458043564932,0.7713358070500929,0.9093686833501791,1.3426573426573427,0.740390203403902,0.6844655294423543,1.978181818181818
internal_cv_all,1,delta_mask_target,random_forest,sqrt_n_cells,0.5183430961988403,0.5243817626684382,0.5857930323672252,0.4625372897928893,0.2690996950125826,0.7764735264735265,0.9130382594630491,1.3426573426573427,0.7438217794382178,0.7000563352946485,2.0945454545454547
internal_cv_all,1,response_burden,mean_label,unweighted,,,0.6852288408503491,0.5413316689000199,-9.44274402880918e-05,0.5,0.7447916666666666,1.006993006993007,0.5,0.4296875,0.9309090909090909
internal_cv_all,1,response_burden,ridge,unweighted,0.44997689973212174,0.40933216997751226,0.625563471100105,0.4933488587751829,0.16648676304483878,0.7752247752247752,0.8955181562015393,1.2755244755244755,0.6951432129514321,0.5985545523159149,1.3963636363636363
internal_cv_all,1,response_burden,ridge,sqrt_n_cells,0.45101026584381676,0.41089202007602643,0.6262178694735854,0.49792854362749495,0.16474198404906681,0.7757599543313829,0.8980856738280982,1.2755244755244755,0.6951708869517088,0.6016298945462175,1.5127272727272727
internal_cv_all,1,response_burden,elastic_net,unweighted,0.4489850717167949,0.40240072549158445,0.6276500300953544,0.49507096548525925,0.16091714422921743,0.7756172399029542,0.8940611676659243,1.2755244755244755,0.6939255569392556,0.5969917620950539,1.5127272727272727
internal_cv_all,1,response_burden,elastic_net,sqrt_n_cells,0.44824247227967856,0.4034213507053049,0.6283434598178065,0.49914959351493354,0.15906207730987298,0.775403168260311,0.8940887122814396,1.2755244755244755,0.693012314930123,0.5984027649439205,1.5127272727272727
internal_cv_all,1,response_burden,random_forest,unweighted,0.42309708894238923,0.39320266856764846,0.6364510259078239,0.5002177694987743,0.1372206909796987,0.7730483801912373,0.8993726654072306,1.3426573426573427,0.6826622388266225,0.6186941195558499,1.7454545454545454
internal_cv_all,1,response_burden,random_forest,sqrt_n_cells,0.4254083873046014,0.4005057929844686,0.6350556378573968,0.49977942872749076,0.14099974743400667,0.7712287712287712,0.8964859508273575,1.3426573426573427,0.6850975508509755,0.6260189551871012,1.978181818181818
internal_cv_all,1,target_knockdown_only,mean_label,unweighted,,,0.6852288408503491,0.5413316689000199,-9.44274402880918e-05,0.5,0.7447916666666666,1.006993006993007,0.5,0.4296875,0.9309090909090909
internal_cv_all,1,target_knockdown_only,ridge,unweighted,0.22014089268423992,0.3009755928900846,0.6536056917628813,0.5143765572671933,0.09008381377164032,0.6100328243185387,0.8313978543842452,1.2755244755244755,0.6147779161477792,0.5905056516239939,2.0945454545454547
internal_cv_all,1,target_knockdown_only,ridge,sqrt_n_cells,0.22014089268423992,0.30097560607881746,0.6535974491662672,0.5149919710335477,0.09010676346402724,0.6100328243185387,0.8313978543842452,1.2755244755244755,0.6147779161477792,0.5905056516239939,2.0945454545454547
internal_cv_all,1,target_knockdown_only,elastic_net,unweighted,0.22014089268423992,0.30097560481715074,0.6536361912659747,0.5143968302969976,0.08999889211508705,0.6100328243185387,0.8313978543842452,1.2755244755244755,0.6147779161477792,0.5905056516239939,2.0945454545454547
internal_cv_all,1,target_knockdown_only,elastic_net,sqrt_n_cells,0.22014089268423992,0.3009756238935536,0.65361542832683,0.5150156255403999,0.09005670408384214,0.6100328243185387,0.8313978543842452,1.2755244755244755,0.6147779161477792,0.5905056516239939,2.0945454545454547
internal_cv_all,1,target_knockdown_only,random_forest,unweighted,0.22975785372573418,0.24434040155904135,0.6981483567418081,0.534084916062095,-0.038162123485662613,0.6510453831882403,0.8350374095055348,1.2755244755244755,0.6183201881832019,0.5702830855856286,1.7454545454545454
internal_cv_all,1,target_knockdown_only,random_forest,sqrt_n_cells,0.22982992866881086,0.240574618386428,0.7033291558605577,0.5374956468788862,-0.05362721971008799,0.645283288140431,0.8276832378716923,1.2083916083916084,0.6191227341912273,0.5645512802934978,1.629090909090909
internal_cv_all,1,n_cells_only,mean_label,unweighted,,,0.6852288408503491,0.5413316689000199,-9.44274402880918e-05,0.5,0.7447916666666666,1.006993006993007,0.5,0.4296875,0.9309090909090909
internal_cv_all,1,n_cells_only,ridge,unweighted,0.06980208694547888,0.15117336985373003,0.6792233783424743,0.5355241096791966,0.017358751111658854,0.5180176965891252,0.7910419104529183,1.2755244755244755,0.5383700013837001,0.5194173201894792,1.629090909090909
internal_cv_all,1,n_cells_only,ridge,sqrt_n_cells,0.06980208694547888,0.15117337262348818,0.6778448867716463,0.5321973034394128,0.021343266873945943,0.5180176965891252,0.7910419104529183,1.2755244755244755,0.5383700013837001,0.5194173201894792,1.629090909090909
internal_cv_all,1,n_cells_only,elastic_net,unweighted,0.06980208694547888,0.15117337483319612,0.6793027635208355,0.5355832269318247,0.01712904255953085,0.5180176965891252,0.7910419104529183,1.2755244755244755,0.5383700013837001,0.5194173201894792,1.629090909090909
internal_cv_all,1,n_cells_only,elastic_net,sqrt_n_cells,0.06980208694547888,0.15117336985157886,0.6778690475180754,0.5322450548313403,0.02127350017944729,0.5180176965891252,0.7910419104529183,1.2755244755244755,0.5383700013837001,0.5194173201894792,1.629090909090909
internal_cv_all,1,n_cells_only,random_forest,unweighted,0.10017777038410094,0.08443772026739199,0.7035264624039123,0.554112979163169,-0.054218455556229284,0.5645069216497788,0.7886140410712401,1.0741258741258743,0.5267607582676076,0.4737869911223451,1.28
internal_cv_all,1,n_cells_only,random_forest,sqrt_n_cells,0.10155703775785045,0.08676877632247453,0.7032870486286819,0.5539486498470311,-0.053501065413086524,0.5655416012558869,0.7896207674706416,1.0741258741258743,0.5278677182786772,0.4759060804499107,1.28
internal_cv_all,2,delta_all,mean_label,unweighted,,,0.6960784044028033,0.5486077813062359,-9.17799171329392e-07,0.5,0.7362924281984334,0.8148936170212765,0.5,0.4255874673629243,0.7049079754601226
internal_cv_all,2,delta_all,ridge,unweighted,0.371957361625634,0.3970883278332613,0.7051183047213574,0.5418412450448107,-0.026143400457424137,0.6547995225054419,0.8573073863946834,1.3581560283687943,0.6916620189626326,0.6505464802741785,1.9972392638036809
internal_cv_all,2,delta_all,ridge,sqrt_n_cells,0.37096949202356705,0.39640959303287837,0.7059830921995373,0.5425688015934148,-0.02866195692635798,0.6540622147321113,0.8569776913031429,1.3581560283687943,0.6911321807027329,0.6500447143414853,1.9972392638036809
internal_cv_all,2,delta_all,elastic_net,unweighted,0.30082669200169515,0.32261926234890925,0.7756543145155979,0.6029547911098436,-0.2417109285766612,0.6457762797556351,0.8450552145030064,1.3581560283687943,0.6499442275515894,0.6064192076826304,1.9972392638036809
internal_cv_all,2,delta_all,elastic_net,sqrt_n_cells,0.2892242970213115,0.308695785547894,0.7864033531485878,0.6121153975289811,-0.276364720640361,0.6342602345340917,0.8395673171985736,1.2902482269503546,0.6402677077523703,0.5947373531743302,1.879754601226994
internal_cv_all,2,delta_all,pca20_ridge,unweighted,0.5274480369909642,0.5229802478103223,0.5935601581663587,0.452271450831319,0.2728674903746604,0.7524050277368164,0.8921476937870373,1.3581560283687943,0.784132738427217,0.7329229656097646,2.114723926380368
internal_cv_all,2,delta_all,pca20_ridge,sqrt_n_cells,0.5279254183013684,0.520377699979717,0.5946214403087146,0.4533983757743714,0.27026494831364767,0.755564918193947,0.8935004184317895,1.3581560283687943,0.7806190741773564,0.7307494175308678,2.114723926380368
internal_cv_all,2,delta_all,pca50_ridge,unweighted,0.5388718678659796,0.5379103248745734,0.58709775366057,0.4448517001533088,0.2886146524970621,0.7497717856892072,0.8923401535244306,1.2902482269503546,0.7938650306748467,0.7399765761653316,1.9972392638036809
internal_cv_all,2,delta_all,pca50_ridge,sqrt_n_cells,0.5310109889546567,0.5336945738310293,0.5888692809392881,0.44733220238151034,0.28431506224080694,0.7472087634295344,0.8923386343477051,1.2902482269503546,0.785973229224763,0.733908889384631,2.114723926380368
internal_cv_all,2,delta_all,pca100_ridge,unweighted,0.540272827156781,0.5494263444586847,0.5818020850306668,0.4417325749302735,0.3013902781822062,0.7509655220841234,0.8920455175576133,1.2902482269503546,0.793781372002231,0.749421050342246,2.114723926380368
internal_cv_all,2,delta_all,pca100_ridge,sqrt_n_cells,0.5337827908629859,0.5393603706930511,0.586185639854573,0.4451149343403528,0.2908233489386137,0.7498068955831753,0.8928316332832803,1.2902482269503546,0.7875069715560513,0.7432871484043779,2.114723926380368
internal_cv_all,2,delta_all,random_forest,unweighted,0.5317636921930748,0.5435721162236307,0.5850004929844985,0.44485415149189894,0.2936880688972068,0.7524401376307843,0.8968758782311996,1.3581560283687943,0.7812604573340769,0.7408616016369819,2.232208588957055
internal_cv_all,2,delta_all,random_forest,sqrt_n_cells,0.5114733845501894,0.5296102048127586,0.5910036038938659,0.45028601143755953,0.2791177425177662,0.7414507408187627,0.8912966030217943,1.3581560283687943,0.7727272727272727,0.739830610545987,2.232208588957055
internal_cv_all,2,delta_mask_target,mean_label,unweighted,,,0.6960784044028033,0.5486077813062359,-9.17799171329392e-07,0.5,0.7362924281984334,0.8148936170212765,0.5,0.4255874673629243,0.7049079754601226
internal_cv_all,2,delta_mask_target,ridge,unweighted,0.3619276550517409,0.39358471915598725,0.704964748364348,0.5454259896140263,-0.025696514640162427,0.6508672143810126,0.8538816169949063,1.3581560283687943,0.6855549358616844,0.6454190533083888,1.879754601226994
internal_cv_all,2,delta_mask_target,ridge,sqrt_n_cells,0.3614577495112983,0.3929078538193582,0.7058299689168719,0.5462397677828764,-0.02821578472861752,0.6503756758654589,0.853674993475814,1.3581560283687943,0.6853876185164529,0.6451593946599016,1.879754601226994
