role,model_id,panel,reference,covered,total,reference_loss_on_covered,reference_loss_all,perturbation_mean_loss,model_loss_on_covered,state,export
val,ACH-000551,native_all,global_mean,193,196,22.57142781593639,22.48459958665225,52.56063343453284,23.819494156022145,B-continue,internal
val,ACH-000551,native_common,no_change,193,193,22.87552633433762,22.87552633433762,52.56063343453284,23.819494156022145,B-continue,internal
val,ACH-000551,native_common,global_mean,193,193,22.57142781593639,22.57142781593639,52.56063343453284,23.819494156022145,B-continue,internal
val,ACH-000551,seen,no_change,874,874,10.29786261459237,10.29786261459237,26.85989745421595,12.511601520621259,B-continue,internal
val,ACH-000551,seen,global_mean,874,874,11.28980086733602,11.28980086733602,26.85989745421595,12.511601520621259,B-continue,internal
val,ACH-000551,unseen,no_change,0,109,,6.568211290814461,,,B-continue,internal
val,ACH-000551,unseen,global_mean,0,109,,8.022479722259241,,,B-continue,internal
val,ACH-000739,all,no_change,234,238,53.08907729743893,53.73655005863735,64.65400661973872,56.89301656250261,B-continue,internal
val,ACH-000739,all,global_mean,234,238,51.59761237283038,52.221153155094434,64.65400661973872,56.89301656250261,B-continue,internal
val,ACH-000739,native_all,no_change,199,202,55.1552903089092,55.958604493943774,64.95061349868774,58.62034265719466,B-continue,internal
val,ACH-000739,native_all,global_mean,199,202,53.502918207465704,54.270453219366544,64.95061349868774,58.62034265719466,B-continue,internal
val,ACH-000739,native_common,no_change,199,199,55.1552903089092,55.1552903089092,64.95061349868774,58.62034265719466,B-continue,internal
val,ACH-000739,native_common,global_mean,199,199,53.502918207465704,53.502918207465704,64.95061349868774,58.62034265719466,B-continue,internal
val,ACH-000739,seen,no_change,234,234,53.08907729743893,53.08907729743893,64.65400661973872,56.89301656250261,B-continue,internal
val,ACH-000739,seen,global_mean,234,234,51.59761237283038,51.59761237283038,64.65400661973872,56.89301656250261,B-continue,internal
val,ACH-000739,unseen,no_change,0,4,,91.61370658874512,,,B-continue,internal
val,ACH-000739,unseen,global_mean,0,4,,88.6982889175415,,,B-continue,internal
val,ACH-000971,all,no_change,864,1826,13.622470111482674,12.436955330928079,22.72208941479524,23.260501367074472,B-continue,internal
val,ACH-000971,all,global_mean,864,1826,12.925372122062576,11.903958850465756,22.72208941479524,23.260501367074472,B-continue,internal
val,ACH-000971,native_all,no_change,182,185,22.56249803370172,22.36383261680603,42.890292872439375,29.608845333476644,B-continue,internal
val,ACH-000971,native_all,global_mean,182,185,20.810023284220435,20.628400988192173,42.890292872439375,29.608845333476644,B-continue,internal
val,ACH-000971,native_common,no_change,182,182,22.56249803370172,22.56249803370172,42.890292872439375,29.608845333476644,B-continue,internal
val,ACH-000971,native_common,global_mean,182,182,20.810023284220435,20.810023284220435,42.890292872439375,29.608845333476644,B-continue,internal
val,ACH-000971,seen,no_change,864,864,13.622470111482674,13.622470111482674,22.72208941479524,23.260501367074472,B-continue,internal
val,ACH-000971,seen,global_mean,864,864,12.925372122062576,12.925372122062576,22.72208941479524,23.260501367074472,B-continue,internal
val,ACH-000971,unseen,no_change,0,962,,11.37221024735306,,,B-continue,internal
val,ACH-000971,unseen,global_mean,0,962,,10.986598074312269,,,B-continue,internal
external,ACH-000995,all,no_change,2373,2377,34.33175137602625,34.3084577028622,39.16260989728077,479.697730352544,B-init,external
external,ACH-000995,all,global_mean,2373,2377,32.11994175703979,32.097069200468404,39.16260989728077,479.697730352544,B-init,external
external,ACH-000995,native_all,no_change,2006,2009,35.1468460582427,35.13260792724643,38.8930863203817,473.44973492455983,B-init,external
external,ACH-000995,native_all,global_mean,2006,2009,32.674956861307706,32.6606839751058,38.8930863203817,473.44973492455983,B-init,external
external,ACH-000995,native_common,no_change,2006,2006,35.1468460582427,35.1468460582427,38.8930863203817,473.44973492455983,B-init,external
external,ACH-000995,native_common,global_mean,2006,2006,32.674956861307706,32.674956861307706,38.8930863203817,473.44973492455983,B-init,external
external,ACH-000995,seen,no_change,2373,2373,34.33175137602625,34.33175137602625,39.16260989728077,479.697730352544,B-init,external
external,ACH-000995,seen,global_mean,2373,2373,32.11994175703979,32.11994175703979,39.16260989728077,479.697730352544,B-init,external
external,ACH-000995,unseen,no_change,0,4,,20.48948609828949,,,B-init,external
external,ACH-000995,unseen,global_mean,0,4,,18.52792501449585,,,B-init,external
val,ACH-000551,all,no_change,874,983,10.29786261459237,9.884300056818422,26.85989745421595,805.3616147597812,B-init,external
val,ACH-000551,all,global_mean,874,983,11.28980086733602,10.927503812592002,26.85989745421595,805.3616147597812,B-init,external
val,ACH-000551,native_all,no_change,193,196,22.87552633433762,22.81215089681197,52.56063343453284,756.2418230284063,B-init,external
val,ACH-000551,native_all,global_mean,193,196,22.57142781593639,22.48459958665225,52.56063343453284,756.2418230284063,B-init,external
val,ACH-000551,native_common,no_change,193,193,22.87552633433762,22.87552633433762,52.56063343453284,756.2418230284063,B-init,external
val,ACH-000551,native_common,global_mean,193,193,22.57142781593639,22.57142781593639,52.56063343453284,756.2418230284063,B-init,external
val,ACH-000551,seen,no_change,874,874,10.29786261459237,10.29786261459237,26.85989745421595,805.3616147597812,B-init,external
val,ACH-000551,seen,global_mean,874,874,11.28980086733602,11.28980086733602,26.85989745421595,805.3616147597812,B-init,external
val,ACH-000551,unseen,no_change,0,109,,6.568211290814461,,,B-init,external
val,ACH-000551,unseen,global_mean,0,109,,8.022479722259241,,,B-init,external
val,ACH-000739,all,no_change,234,238,53.08907729743893,53.73655005863735,64.65400661973872,1169.6798356537126,B-init,external
val,ACH-000739,all,global_mean,234,238,51.59761237283038,52.221153155094434,64.65400661973872,1169.6798356537126,B-init,external
val,ACH-000739,native_all,no_change,199,202,55.1552903089092,55.958604493943774,64.95061349868774,1173.1314264805474,B-init,external
val,ACH-000739,native_all,global_mean,199,202,53.502918207465704,54.270453219366544,64.95061349868774,1173.1314264805474,B-init,external
val,ACH-000739,native_common,no_change,199,199,55.1552903089092,55.1552903089092,64.95061349868774,1173.1314264805474,B-init,external
val,ACH-000739,native_common,global_mean,199,199,53.502918207465704,53.502918207465704,64.95061349868774,1173.1314264805474,B-init,external
val,ACH-000739,seen,no_change,234,234,53.08907729743893,53.08907729743893,64.65400661973872,1169.6798356537126,B-init,external
val,ACH-000739,seen,global_mean,234,234,51.59761237283038,51.59761237283038,64.65400661973872,1169.6798356537126,B-init,external
val,ACH-000739,unseen,no_change,0,4,,91.61370658874512,,,B-init,external
val,ACH-000739,unseen,global_mean,0,4,,88.6982889175415,,,B-init,external
val,ACH-000971,all,no_change,864,1826,13.622470111482674,12.436955330928079,22.72208941479524,719.2115445313631,B-init,external
val,ACH-000971,all,global_mean,864,1826,12.925372122062576,11.903958850465756,22.72208941479524,719.2115445313631,B-init,external
val,ACH-000971,native_all,no_change,182,185,22.56249803370172,22.36383261680603,42.890292872439375,706.9440240545587,B-init,external
val,ACH-000971,native_all,global_mean,182,185,20.810023284220435,20.628400988192173,42.890292872439375,706.9440240545587,B-init,external
val,ACH-000971,native_common,no_change,182,182,22.56249803370172,22.56249803370172,42.890292872439375,706.9440240545587,B-init,external
val,ACH-000971,native_common,global_mean,182,182,20.810023284220435,20.810023284220435,42.890292872439375,706.9440240545587,B-init,external
val,ACH-000971,seen,no_change,864,864,13.622470111482674,13.622470111482674,22.72208941479524,719.2115445313631,B-init,external
val,ACH-000971,seen,global_mean,864,864,12.925372122062576,12.925372122062576,22.72208941479524,719.2115445313631,B-init,external
val,ACH-000971,unseen,no_change,0,962,,11.37221024735306,,,B-init,external
val,ACH-000971,unseen,global_mean,0,962,,10.986598074312269,,,B-init,external
train,ACH-000551,all,no_change,8823,8823,11.163503571674287,11.163503571674287,10.016213982631921,806.0091849055458,B-init,internal
train,ACH-000551,all,global_mean,8823,8823,12.182479012435381,12.182479012435381,10.016213982631921,806.0091849055458,B-init,internal
train,ACH-000551,native_all,no_change,1813,1813,27.491478265613992,27.491478265613992,20.274834190753698,749.491815734291,B-init,internal
train,ACH-000551,native_all,global_mean,1813,1813,27.028971771081377,27.028971771081377,20.274834190753698,749.491815734291,B-init,internal
train,ACH-000551,native_common,no_change,1813,1813,27.491478265613992,27.491478265613992,20.274834190753698,749.491815734291,B-init,internal
train,ACH-000551,native_common,global_mean,1813,1813,27.028971771081377,27.028971771081377,20.274834190753698,749.491815734291,B-init,internal
train,ACH-000551,seen,no_change,8823,8823,11.163503571674287,11.163503571674287,10.016213982631921,806.0091849055458,B-init,internal
train,ACH-000551,seen,global_mean,8823,8823,12.182479012435381,12.182479012435381,10.016213982631921,806.0091849055458,B-init,internal
train,ACH-000739,all,no_change,2139,2139,54.95144385954887,54.95144385954887,27.61313894587513,1142.9554866097028,B-init,internal
train,ACH-000739,all,global_mean,2139,2139,53.311159549889695,53.311159549889695,27.61313894587513,1142.9554866097028,B-init,internal
train,ACH-000739,native_all,no_change,1807,1807,56.11606459005405,56.11606459005405,27.676917986508293,1143.4621491846488,B-init,internal
train,ACH-000739,native_all,global_mean,1807,1807,54.37535392558568,54.37535392558568,27.676917986508293,1143.4621491846488,B-init,internal
train,ACH-000739,native_common,no_change,1807,1807,56.11606459005405,56.11606459005405,27.676917986508293,1143.4621491846488,B-init,internal
train,ACH-000739,native_common,global_mean,1807,1807,54.37535392558568,54.37535392558568,27.676917986508293,1143.4621491846488,B-init,internal
train,ACH-000739,seen,no_change,2139,2139,54.95144385954887,54.95144385954887,27.61313894587513,1142.9554866097028,B-init,internal
train,ACH-000739,seen,global_mean,2139,2139,53.311159549889695,53.311159549889695,27.61313894587513,1142.9554866097028,B-init,internal
train,ACH-000971,all,no_change,16399,16399,13.816918767016867,13.816918767016867,8.330177973156928,723.4212561644056,B-init,internal
train,ACH-000971,all,global_mean,16399,16399,13.241585005273963,13.241585005273963,8.330177973156928,723.4212561644056,B-init,internal
train,ACH-000971,native_all,no_change,1748,1748,28.654382662042053,28.654382662042053,24.674484632107976,727.924688465808,B-init,internal
train,ACH-000971,native_all,global_mean,1748,1748,26.719146326559358,26.719146326559358,24.674484632107976,727.924688465808,B-init,internal
train,ACH-000971,native_common,no_change,1748,1748,28.654382662042053,28.654382662042053,24.674484632107976,727.924688465808,B-init,internal
train,ACH-000971,native_common,global_mean,1748,1748,26.719146326559358,26.719146326559358,24.674484632107976,727.924688465808,B-init,internal
train,ACH-000971,seen,no_change,16399,16399,13.816918767016867,13.816918767016867,8.330177973156928,723.4212561644056,B-init,internal
train,ACH-000971,seen,global_mean,16399,16399,13.241585005273963,13.241585005273963,8.330177973156928,723.4212561644056,B-init,internal
val,ACH-000551,all,no_change,874,983,10.29786261459237,9.884300056818422,26.85989745421595,805.3616147597812,B-init,internal
val,ACH-000551,all,global_mean,874,983,11.28980086733602,10.927503812592002,26.85989745421595,805.3616147597812,B-init,internal
val,ACH-000551,native_all,no_change,193,196,22.87552633433762,22.81215089681197,52.56063343453284,756.2418230284063,B-init,internal
val,ACH-000551,native_all,global_mean,193,196,22.57142781593639,22.48459958665225,52.56063343453284,756.2418230284063,B-init,internal
val,ACH-000551,native_common,no_change,193,193,22.87552633433762,22.87552633433762,52.56063343453284,756.2418230284063,B-init,internal
val,ACH-000551,native_common,global_mean,193,193,22.57142781593639,22.57142781593639,52.56063343453284,756.2418230284063,B-init,internal
val,ACH-000551,seen,no_change,874,874,10.29786261459237,10.29786261459237,26.85989745421595,805.3616147597812,B-init,internal
val,ACH-000551,seen,global_mean,874,874,11.28980086733602,11.28980086733602,26.85989745421595,805.3616147597812,B-init,internal
val,ACH-000551,unseen,no_change,0,109,,6.568211290814461,,,B-init,internal
val,ACH-000551,unseen,global_mean,0,109,,8.022479722259241,,,B-init,internal
val,ACH-000739,all,no_change,234,238,53.08907729743893,53.73655005863735,64.65400661973872,1169.6798356537126,B-init,internal
val,ACH-000739,all,global_mean,234,238,51.59761237283038,52.221153155094434,64.65400661973872,1169.6798356537126,B-init,internal
val,ACH-000739,native_all,no_change,199,202,55.1552903089092,55.958604493943774,64.95061349868774,1173.1314264805474,B-init,internal
val,ACH-000739,native_all,global_mean,199,202,53.502918207465704,54.270453219366544,64.95061349868774,1173.1314264805474,B-init,internal
val,ACH-000739,native_common,no_change,199,199,55.1552903089092,55.1552903089092,64.95061349868774,1173.1314264805474,B-init,internal
val,ACH-000739,native_common,global_mean,199,199,53.502918207465704,53.502918207465704,64.95061349868774,1173.1314264805474,B-init,internal
val,ACH-000739,seen,no_change,234,234,53.08907729743893,53.08907729743893,64.65400661973872,1169.6798356537126,B-init,internal
val,ACH-000739,seen,global_mean,234,234,51.59761237283038,51.59761237283038,64.65400661973872,1169.6798356537126,B-init,internal
val,ACH-000739,unseen,no_change,0,4,,91.61370658874512,,,B-init,internal
val,ACH-000739,unseen,global_mean,0,4,,88.6982889175415,,,B-init,internal
val,ACH-000971,all,no_change,864,1826,13.622470111482674,12.436955330928079,22.72208941479524,719.2115397276701,B-init,internal
val,ACH-000971,all,global_mean,864,1826,12.925372122062576,11.903958850465756,22.72208941479524,719.2115397276701,B-init,internal
val,ACH-000971,native_all,no_change,182,185,22.56249803370172,22.36383261680603,42.890292872439375,706.9440240545587,B-init,internal
val,ACH-000971,native_all,global_mean,182,185,20.810023284220435,20.628400988192173,42.890292872439375,706.9440240545587,B-init,internal
val,ACH-000971,native_common,no_change,182,182,22.56249803370172,22.56249803370172,42.890292872439375,706.9440240545587,B-init,internal
val,ACH-000971,native_common,global_mean,182,182,20.810023284220435,20.810023284220435,42.890292872439375,706.9440240545587,B-init,internal
val,ACH-000971,seen,no_change,864,864,13.622470111482674,13.622470111482674,22.72208941479524,719.2115397276701,B-init,internal
val,ACH-000971,seen,global_mean,864,864,12.925372122062576,12.925372122062576,22.72208941479524,719.2115397276701,B-init,internal
val,ACH-000971,unseen,no_change,0,962,,11.37221024735306,,,B-init,internal
val,ACH-000971,unseen,global_mean,0,962,,10.986598074312269,,,B-init,internal
external,ACH-000995,all,no_change,2373,2377,34.33175137602625,34.3084577028622,39.16260989728077,135.93219202638826,B-interface,external
external,ACH-000995,all,global_mean,2373,2377,32.11994175703979,32.097069200468404,39.16260989728077,135.93219202638826,B-interface,external
external,ACH-000995,native_all,no_change,2006,2009,35.1468460582427,35.13260792724643,38.8930863203817,133.2975941027625,B-interface,external
external,ACH-000995,native_all,global_mean,2006,2009,32.674956861307706,32.6606839751058,38.8930863203817,133.2975941027625,B-interface,external
external,ACH-000995,native_common,no_change,2006,2006,35.1468460582427,35.1468460582427,38.8930863203817,133.2975941027625,B-interface,external
external,ACH-000995,native_common,global_mean,2006,2006,32.674956861307706,32.674956861307706,38.8930863203817,133.2975941027625,B-interface,external
external,ACH-000995,seen,no_change,2373,2373,34.33175137602625,34.33175137602625,39.16260989728077,135.93219202638826,B-interface,external
external,ACH-000995,seen,global_mean,2373,2373,32.11994175703979,32.11994175703979,39.16260989728077,135.93219202638826,B-interface,external
external,ACH-000995,unseen,no_change,0,4,,20.48948609828949,,,B-interface,external
external,ACH-000995,unseen,global_mean,0,4,,18.52792501449585,,,B-interface,external
val,ACH-000551,all,no_change,874,983,10.29786261459237,9.884300056818422,26.85989745421595,13.862341409416985,B-interface,external
val,ACH-000551,all,global_mean,874,983,11.28980086733602,10.927503812592002,26.85989745421595,13.862341409416985,B-interface,external
val,ACH-000551,native_all,no_change,193,196,22.87552633433762,22.81215089681197,52.56063343453284,25.441290267390908,B-interface,external
val,ACH-000551,native_all,global_mean,193,196,22.57142781593639,22.48459958665225,52.56063343453284,25.441290267390908,B-interface,external
val,ACH-000551,native_common,no_change,193,193,22.87552633433762,22.87552633433762,52.56063343453284,25.441290267390908,B-interface,external
val,ACH-000551,native_common,global_mean,193,193,22.57142781593639,22.57142781593639,52.56063343453284,25.441290267390908,B-interface,external
val,ACH-000551,seen,no_change,874,874,10.29786261459237,10.29786261459237,26.85989745421595,13.862341409416985,B-interface,external
val,ACH-000551,seen,global_mean,874,874,11.28980086733602,11.28980086733602,26.85989745421595,13.862341409416985,B-interface,external
val,ACH-000551,unseen,no_change,0,109,,6.568211290814461,,,B-interface,external
val,ACH-000551,unseen,global_mean,0,109,,8.022479722259241,,,B-interface,external
val,ACH-000739,all,no_change,234,238,53.08907729743893,53.73655005863735,64.65400661973872,60.424260375846146,B-interface,external
val,ACH-000739,all,global_mean,234,238,51.59761237283038,52.221153155094434,64.65400661973872,60.424260375846146,B-interface,external
val,ACH-000739,native_all,no_change,199,202,55.1552903089092,55.958604493943774,64.95061349868774,62.13709172771205,B-interface,external
val,ACH-000739,native_all,global_mean,199,202,53.502918207465704,54.270453219366544,64.95061349868774,62.13709172771205,B-interface,external
val,ACH-000739,native_common,no_change,199,199,55.1552903089092,55.1552903089092,64.95061349868774,62.13709172771205,B-interface,external
val,ACH-000739,native_common,global_mean,199,199,53.502918207465704,53.502918207465704,64.95061349868774,62.13709172771205,B-interface,external
val,ACH-000739,seen,no_change,234,234,53.08907729743893,53.08907729743893,64.65400661973872,60.424260375846146,B-interface,external
val,ACH-000739,seen,global_mean,234,234,51.59761237283038,51.59761237283038,64.65400661973872,60.424260375846146,B-interface,external
val,ACH-000739,unseen,no_change,0,4,,91.61370658874512,,,B-interface,external
val,ACH-000739,unseen,global_mean,0,4,,88.6982889175415,,,B-interface,external
val,ACH-000971,all,no_change,864,1826,13.622470111482674,12.436955330928079,22.72208941479524,25.360185322938143,B-interface,external
val,ACH-000971,all,global_mean,864,1826,12.925372122062576,11.903958850465756,22.72208941479524,25.360185322938143,B-interface,external
val,ACH-000971,native_all,no_change,182,185,22.56249803370172,22.36383261680603,42.890292872439375,31.764649370214443,B-interface,external
val,ACH-000971,native_all,global_mean,182,185,20.810023284220435,20.628400988192173,42.890292872439375,31.764649370214443,B-interface,external
val,ACH-000971,native_common,no_change,182,182,22.56249803370172,22.56249803370172,42.890292872439375,31.764649370214443,B-interface,external
val,ACH-000971,native_common,global_mean,182,182,20.810023284220435,20.810023284220435,42.890292872439375,31.764649370214443,B-interface,external
val,ACH-000971,seen,no_change,864,864,13.622470111482674,13.622470111482674,22.72208941479524,25.360185322938143,B-interface,external
val,ACH-000971,seen,global_mean,864,864,12.925372122062576,12.925372122062576,22.72208941479524,25.360185322938143,B-interface,external
val,ACH-000971,unseen,no_change,0,962,,11.37221024735306,,,B-interface,external
val,ACH-000971,unseen,global_mean,0,962,,10.986598074312269,,,B-interface,external
train,ACH-000551,all,no_change,8823,8823,11.163503571674287,11.163503571674287,10.016213982631921,14.686322056732385,B-interface,internal
train,ACH-000551,all,global_mean,8823,8823,12.182479012435381,12.182479012435381,10.016213982631921,14.686322056732385,B-interface,internal
train,ACH-000551,native_all,no_change,1813,1813,27.491478265613992,27.491478265613992,20.274834190753698,29.883346534472306,B-interface,internal
train,ACH-000551,native_all,global_mean,1813,1813,27.028971771081377,27.028971771081377,20.274834190753698,29.883346534472306,B-interface,internal
train,ACH-000551,native_common,no_change,1813,1813,27.491478265613992,27.491478265613992,20.274834190753698,29.883346534472306,B-interface,internal
train,ACH-000551,native_common,global_mean,1813,1813,27.028971771081377,27.028971771081377,20.274834190753698,29.883346534472306,B-interface,internal
train,ACH-000551,seen,no_change,8823,8823,11.163503571674287,11.163503571674287,10.016213982631921,14.686322056732385,B-interface,internal
train,ACH-000551,seen,global_mean,8823,8823,12.182479012435381,12.182479012435381,10.016213982631921,14.686322056732385,B-interface,internal
train,ACH-000739,all,no_change,2139,2139,54.95144385954887,54.95144385954887,27.61313894587513,60.67002736948093,B-interface,internal
train,ACH-000739,all,global_mean,2139,2139,53.311159549889695,53.311159549889695,27.61313894587513,60.67002736948093,B-interface,internal
train,ACH-000739,native_all,no_change,1807,1807,56.11606459005405,56.11606459005405,27.676917986508293,61.486229216254216,B-interface,internal
train,ACH-000739,native_all,global_mean,1807,1807,54.37535392558568,54.37535392558568,27.676917986508293,61.486229216254216,B-interface,internal
