depmap_column,gene_symbol,entrez_id,training_std,training_dependency_prevalence,training_line_count
MAPK1 (5594),MAPK1,5594,0.407854497196027,0.15151515151515152,33
MAPK14 (1432),MAPK14,1432,0.31485661780381863,0.09090909090909091,33
MAU2 (23383),MAU2,23383,0.3479245619847933,0.48484848484848486,33
MBTPS1 (8720),MBTPS1,8720,0.44622436068687726,0.6363636363636364,33
MBTPS2 (51360),MBTPS2,51360,0.3767736605214113,0.696969696969697,33
MCL1 (4170),MCL1,4170,0.5792757219046256,0.48484848484848486,33
MCMBP (79892),MCMBP,79892,0.29743381031781235,0.7575757575757576,33
MDM2 (4193),MDM2,4193,0.5863993375091376,0.5757575757575758,33
MDM4 (4194),MDM4,4194,0.49033762275877407,0.2727272727272727,33
MED1 (5469),MED1,5469,0.49208812417429676,0.5454545454545454,33
MED12 (9968),MED12,9968,0.4369722589833915,0.48484848484848486,33
MED19 (219541),MED19,219541,0.41475640992096674,0.3939393939393939,33
MED23 (9439),MED23,9439,0.38032421512610326,0.18181818181818182,33
MED24 (9862),MED24,9862,0.3650523395699349,0.3939393939393939,33
MED9 (55090),MED9,55090,0.3732852854272118,0.7575757575757576,33
MEN1 (4221),MEN1,4221,0.31344591401185246,0.21212121212121213,33
METAP1 (23173),METAP1,23173,0.38514429008545326,0.6666666666666666,33
METTL1 (4234),METTL1,4234,0.3470628595684204,0.48484848484848486,33
METTL17 (64745),METTL17,64745,0.30425923977185687,0.5757575757575758,33
MFN2 (9927),MFN2,9927,0.5165507899824565,0.7575757575757576,33
MIB1 (57534),MIB1,57534,0.30481160605767005,0.18181818181818182,33
MICOS10 (440574),MICOS10,440574,0.430018582139053,0.696969696969697,33
MIOS (54468),MIOS,54468,0.30353197561913675,0.2727272727272727,33
MIPEP (4285),MIPEP,4285,0.2923097109499277,0.36363636363636365,33
MLST8 (64223),MLST8,64223,0.35263879934099435,0.6060606060606061,33
MMGT1 (93380),MMGT1,93380,0.3201909593753103,0.2727272727272727,33
MNAT1 (4331),MNAT1,4331,0.3217293726310921,0.7575757575757576,33
MPPE1 (65258),MPPE1,65258,0.2961634750210156,0.12121212121212122,33
MRPL12 (6182),MRPL12,6182,0.39271054788425686,0.5454545454545454,33
MRPL15 (29088),MRPL15,29088,0.3193126162220302,0.48484848484848486,33
MRPL18 (29074),MRPL18,29074,0.3727346839422028,0.5151515151515151,33
MRPL28 (10573),MRPL28,10573,0.3044183997470708,0.45454545454545453,33
MRPL32 (64983),MRPL32,64983,0.29983970677442906,0.5757575757575758,33
MRPL35 (51318),MRPL35,51318,0.32384343570465157,0.5757575757575758,33
MRPL38 (64978),MRPL38,64978,0.3241667497475346,0.7878787878787878,33
