depmap_column,gene_symbol,entrez_id,training_std,training_dependency_prevalence,training_line_count
PDS5A (23244),PDS5A,23244,0.3117066639635295,0.2727272727272727,33
PET117 (100303755),PET117,100303755,0.32872068632356516,0.2727272727272727,33
PFAS (5198),PFAS,5198,0.5244580939080896,0.36363636363636365,33
PFDN1 (5201),PFDN1,5201,0.35892037413509165,0.6363636363636364,33
PFDN5 (5204),PFDN5,5204,0.30723416721938024,0.7575757575757576,33
PFN1 (5216),PFN1,5216,0.605290856368987,0.7272727272727273,33
PGM3 (5238),PGM3,5238,0.34573432730466214,0.2727272727272727,33
PGP (283871),PGP,283871,0.2905365207996229,0.18181818181818182,33
PHF12 (57649),PHF12,57649,0.3469750278485292,0.5454545454545454,33
PIK3CA (5290),PIK3CA,5290,0.35314744068038256,0.3939393939393939,33
PITRM1 (10531),PITRM1,10531,0.29447125617694264,0.24242424242424243,33
PKN2 (5586),PKN2,5586,0.32136138619697996,0.30303030303030304,33
PMM2 (5373),PMM2,5373,0.2916415846375662,0.15151515151515152,33
PNKP (11284),PNKP,11284,0.3126907955678416,0.6060606060606061,33
POLE3 (54107),POLE3,54107,0.294394822387128,0.42424242424242425,33
POLG (5428),POLG,5428,0.30175337032775795,0.24242424242424243,33
POLRMT (5442),POLRMT,5442,0.3033622364239307,0.45454545454545453,33
POP7 (10248),POP7,10248,0.30257708497498503,0.7878787878787878,33
PPA2 (27068),PPA2,27068,0.3058908834177022,0.42424242424242425,33
PPAT (5471),PPAT,5471,0.5700334283576631,0.5757575757575758,33
PPIL1 (51645),PPIL1,51645,0.4153618458336769,0.7878787878787878,33
PPM1D (8493),PPM1D,8493,0.38386749530824393,0.24242424242424243,33
PPP1CA (5499),PPP1CA,5499,0.3769621735654462,0.6666666666666666,33
PPP1CB (5500),PPP1CB,5500,0.3666284616228226,0.7575757575757576,33
PPP1R15B (84919),PPP1R15B,84919,0.42330368521809664,0.7575757575757576,33
PPP2R2A (5520),PPP2R2A,5520,0.3580838078661044,0.30303030303030304,33
PPP2R3C (55012),PPP2R3C,55012,0.32549002114166936,0.7272727272727273,33
PPP4R2 (151987),PPP4R2,151987,0.36632451827327145,0.7878787878787878,33
PPP6C (5537),PPP6C,5537,0.32406962652807264,0.5757575757575758,33
PPP6R3 (55291),PPP6R3,55291,0.29763277383776626,0.2727272727272727,33
PRDX1 (5052),PRDX1,5052,0.32666316347640506,0.18181818181818182,33
PRKAR1A (5573),PRKAR1A,5573,0.29497114117687184,0.15151515151515152,33
PRKRA (8575),PRKRA,8575,0.38160863407950274,0.6363636363636364,33
PRPF39 (55015),PRPF39,55015,0.30425928278974207,0.3939393939393939,33
PRRC2A (7916),PRRC2A,7916,0.3377977258395716,0.48484848484848486,33
PSMG1 (8624),PSMG1,8624,0.5323616978263258,0.6060606060606061,33
PSMG2 (56984),PSMG2,56984,0.4955883264053576,0.6666666666666666,33
PTDSS1 (9791),PTDSS1,9791,0.3095336231088547,0.24242424242424243,33
PTK2 (5747),PTK2,5747,0.5154402261952997,0.6363636363636364,33
PTMA (5757),PTMA,5757,0.3027666131568244,0.5454545454545454,33
PTP4A1 (7803),PTP4A1,7803,0.2903200009539895,0.21212121212121213,33
PTPA (5524),PTPA,5524,0.33476563227043377,0.7878787878787878,33
PTPMT1 (114971),PTPMT1,114971,0.29349485988799123,0.5454545454545454,33
PTPN11 (5781),PTPN11,5781,0.3798584001367801,0.5454545454545454,33
RAB10 (10890),RAB10,10890,0.4951625859945532,0.48484848484848486,33
RAB6A (5870),RAB6A,5870,0.4760679002490934,0.36363636363636365,33
RAD1 (5810),RAD1,5810,0.3035691587566031,0.48484848484848486,33
RAD51C (5889),RAD51C,5889,0.34543045094598246,0.7878787878787878,33
RAD51D (5892),RAD51D,5892,0.3198845865485646,0.7878787878787878,33
RAF1 (5894),RAF1,5894,0.355430229905953,0.09090909090909091,33
RARS2 (57038),RARS2,57038,0.3342321851018277,0.6060606060606061,33
RBBP7 (5931),RBBP7,5931,0.30993474108144164,0.18181818181818182,33
RBM18 (92400),RBM18,92400,0.35710776626671026,0.21212121212121213,33
RELA (5970),RELA,5970,0.2863410407364907,0.24242424242424243,33
REXO2 (25996),REXO2,25996,0.3197579658298194,0.12121212121212122,33
RFK (55312),RFK,55312,0.332465230958531,0.36363636363636365,33
RGP1 (9827),RGP1,9827,0.30850827536240594,0.3939393939393939,33
RHEB (6009),RHEB,6009,0.3654582882404123,0.3939393939393939,33
RHOA (387),RHOA,387,0.3182695903555751,0.45454545454545453,33
RIC1 (57589),RIC1,57589,0.4639183350409579,0.48484848484848486,33
RIC8A (60626),RIC8A,60626,0.2935133272382291,0.15151515151515152,33
RNF168 (165918),RNF168,165918,0.30378153338256525,0.3939393939393939,33
RNF4 (6047),RNF4,6047,0.3752137386401623,0.6363636363636364,33
RPAP2 (79871),RPAP2,79871,0.3499661643852843,0.7878787878787878,33
RPIA (22934),RPIA,22934,0.35034627542591507,0.30303030303030304,33
RPL22L1 (200916),RPL22L1,200916,0.5063443911011324,0.30303030303030304,33
RPP25L (138716),RPP25L,138716,0.4630141220516166,0.3333333333333333,33
RPRD1B (58490),RPRD1B,58490,0.3764567660863533,0.42424242424242425,33
RPUSD4 (84881),RPUSD4,84881,0.288811550173579,0.36363636363636365,33
RRAGC (64121),RRAGC,64121,0.4077134533775715,0.24242424242424243,33
RTTN (25914),RTTN,25914,0.3435627056898958,0.5454545454545454,33
SAMD4B (55095),SAMD4B,55095,0.342853357534849,0.15151515151515152,33
SAMM50 (25813),SAMM50,25813,0.42394645541332326,0.5757575757575758,33
SARNP (84324),SARNP,84324,0.2859472076286309,0.5151515151515151,33
SARS2 (54938),SARS2,54938,0.3699384442250076,0.7272727272727273,33
SCAP (22937),SCAP,22937,0.8419675991902105,0.696969696969697,33
SCD (6319),SCD,6319,0.5671265510797169,0.6363636363636364,33
SDHA (6389),SDHA,6389,0.30389198060313294,0.2727272727272727,33
SDHB (6390),SDHB,6390,0.5309826394885597,0.48484848484848486,33
SDHD (6392),SDHD,6392,0.40194112885471756,0.6666666666666666,33
SEC62 (7095),SEC62,7095,0.3036470606391511,0.21212121212121213,33
SEPHS2 (22928),SEPHS2,22928,0.35576354255619774,0.6363636363636364,33
SEPSECS (51091),SEPSECS,51091,0.4046675897246902,0.48484848484848486,33
SERBP1 (26135),SERBP1,26135,0.395035070842707,0.6666666666666666,33
SGF29 (112869),SGF29,112869,0.3207820504028489,0.45454545454545453,33
SHOC2 (8036),SHOC2,8036,0.39307326569411105,0.18181818181818182,33
SKA1 (220134),SKA1,220134,0.2995525757150634,0.5151515151515151,33
SLC16A1 (6566),SLC16A1,6566,0.33300847861626004,0.12121212121212122,33
SLC20A1 (6574),SLC20A1,6574,0.3192315297003787,0.15151515151515152,33
SLC25A26 (115286),SLC25A26,115286,0.2930464097043999,0.48484848484848486,33
SLC25A28 (81894),SLC25A28,81894,0.40993751329462125,0.18181818181818182,33
SLC25A3 (5250),SLC25A3,5250,0.33793802306675297,0.7878787878787878,33
SLC2A1 (6513),SLC2A1,6513,0.41995811787550213,0.42424242424242425,33
SLC30A9 (10463),SLC30A9,10463,0.3588157254119666,0.2727272727272727,33
SLC33A1 (9197),SLC33A1,9197,0.29363564580996426,0.09090909090909091,33
SLC38A2 (54407),SLC38A2,54407,0.29371841960050005,0.42424242424242425,33
SLC3A2 (6520),SLC3A2,6520,0.3351642518142689,0.3333333333333333,33
SLC7A1 (6541),SLC7A1,6541,0.41844805765909276,0.18181818181818182,33
SLC7A5 (8140),SLC7A5,8140,0.4862860319837513,0.21212121212121213,33
SMARCB1 (6598),SMARCB1,6598,0.3725012989595454,0.7575757575757576,33
SMARCE1 (6605),SMARCE1,6605,0.2960841117473548,0.48484848484848486,33
SMC5 (23137),SMC5,23137,0.2841647968819911,0.7575757575757576,33
SMCHD1 (23347),SMCHD1,23347,0.33067163394992516,0.06060606060606061,33
SMG7 (9887),SMG7,9887,0.32585421936976766,0.42424242424242425,33
SNAP23 (8773),SNAP23,8773,0.7848878002654733,0.6363636363636364,33
SNRPB2 (6629),SNRPB2,6629,0.4701511417490214,0.6060606060606061,33
SOCS3 (9021),SOCS3,9021,0.43325320212638085,0.15151515151515152,33
SOD2 (6648),SOD2,6648,0.5656116080807494,0.7575757575757576,33
SOX10 (6663),SOX10,6663,0.35725490959345296,0.21212121212121213,33
SOX9 (6662),SOX9,6662,0.3068684198244083,0.2727272727272727,33
SQLE (6713),SQLE,6713,0.3061608556926556,0.06060606060606061,33
SREBF1 (6720),SREBF1,6720,0.4062261523629986,0.42424242424242425,33
SRSF10 (10772),SRSF10,10772,0.3179826472610716,0.696969696969697,33
SSBP1 (6742),SSBP1,6742,0.3305909578712298,0.45454545454545453,33
SSBP3 (23648),SSBP3,23648,0.2941582085857098,0.36363636363636365,33
STAG2 (10735),STAG2,10735,0.3719560402832321,0.09090909090909091,33
STAMBP (10617),STAMBP,10617,0.28784335377662745,0.2727272727272727,33
STEEP1 (63932),STEEP1,63932,0.4431447367116079,0.36363636363636365,33
STIL (6491),STIL,6491,0.30505543070748115,0.6666666666666666,33
STK11 (6794),STK11,6794,0.3915471131850601,0.18181818181818182,33
STN1 (79991),STN1,79991,0.40064233972717533,0.30303030303030304,33
STX4 (6810),STX4,6810,0.31652656826790077,0.12121212121212122,33
SUGT1 (10910),SUGT1,10910,0.3294258351212531,0.7575757575757576,33
SYNCRIP (10492),SYNCRIP,10492,0.3293171698147453,0.24242424242424243,33
TACC3 (10460),TACC3,10460,0.3445448912522796,0.5757575757575758,33
TADA1 (117143),TADA1,117143,0.2841135082732195,0.15151515151515152,33
TAF1D (79101),TAF1D,79101,0.352871128267645,0.7272727272727273,33
TAF5L (27097),TAF5L,27097,0.351890455780295,0.24242424242424243,33
TAFAZZIN (6901),TAFAZZIN,6901,0.4985377662900903,0.2727272727272727,33
TAMM41 (132001),TAMM41,132001,0.4919441368210362,0.7878787878787878,33
TAPT1 (202018),TAPT1,202018,0.304843315378478,0.21212121212121213,33
TCF7L2 (6934),TCF7L2,6934,0.39487642741243245,0.24242424242424243,33
TCOF1 (6949),TCOF1,6949,0.32594669785408176,0.45454545454545453,33
TDP2 (51567),TDP2,51567,0.28664840510735884,0.21212121212121213,33
TEAD1 (7003),TEAD1,7003,0.28919844545588785,0.2727272727272727,33
TEDC1 (283643),TEDC1,283643,0.31495924529381875,0.3939393939393939,33
TELO2 (9894),TELO2,9894,0.30118640856971374,0.696969696969697,33
TEN1 (100134934),TEN1,100134934,0.3031585594444745,0.45454545454545453,33
TFAM (7019),TFAM,7019,0.34904499188942173,0.6666666666666666,33
TFB2M (64216),TFB2M,64216,0.35925760123221023,0.6666666666666666,33
TFRC (7037),TFRC,7037,0.5893000728230612,0.7575757575757576,33
TGIF1 (7050),TGIF1,7050,0.2975210213863989,0.18181818181818182,33
THAP11 (57215),THAP11,57215,0.32612461546534033,0.42424242424242425,33
THG1L (54974),THG1L,54974,0.28520665228956293,0.696969696969697,33
TIGD3 (220359),TIGD3,220359,0.28514031236262805,0.06060606060606061,33
TIMM17A (10440),TIMM17A,10440,0.5489307975079291,0.21212121212121213,33
TIMM22 (29928),TIMM22,29928,0.3605750674257259,0.48484848484848486,33
TIMM29 (90580),TIMM29,90580,0.3095230988807593,0.6666666666666666,33
TIMM8A (1678),TIMM8A,1678,0.32607303601948234,0.5151515151515151,33
TIPRL (261726),TIPRL,261726,0.3072280097132513,0.42424242424242425,33
TKT (7086),TKT,7086,0.36033631022074397,0.3939393939393939,33
TMED10 (10972),TMED10,10972,0.4513040742232447,0.36363636363636365,33
TMED2 (10959),TMED2,10959,0.3660001425002783,0.6363636363636364,33
TMX2 (51075),TMX2,51075,0.33663200808600396,0.45454545454545453,33
TOE1 (114034),TOE1,114034,0.36215747025593903,0.6666666666666666,33
TOMM20 (9804),TOMM20,9804,0.3350635164250767,0.7878787878787878,33
TOMM70 (9868),TOMM70,9868,0.32416978137944097,0.2727272727272727,33
TRAF7 (84231),TRAF7,84231,0.3514760989908014,0.18181818181818182,33
TRERF1 (55809),TRERF1,55809,0.2913418249984702,0.09090909090909091,33
TRIM28 (10155),TRIM28,10155,0.34852285068136873,0.18181818181818182,33
TRIM37 (4591),TRIM37,4591,0.36830246926283805,0.2727272727272727,33
TRIP13 (9319),TRIP13,9319,0.3064579239723735,0.21212121212121213,33
TRIT1 (54802),TRIT1,54802,0.33674468058707685,0.3333333333333333,33
TRNAU1AP (54952),TRNAU1AP,54952,0.3294733818542878,0.21212121212121213,33
TRPM7 (54822),TRPM7,54822,0.43105703726881106,0.6666666666666666,33
TSC1 (7248),TSC1,7248,0.3967523633727212,0.06060606060606061,33
TSC2 (7249),TSC2,7249,0.4630067461282463,0.24242424242424243,33
TSC22D2 (9819),TSC22D2,9819,0.3747029501330401,0.2727272727272727,33
TTC7A (57217),TTC7A,57217,0.6238235796833785,0.18181818181818182,33
TUBB3 (10381),TUBB3,10381,0.28564749231006775,0.09090909090909091,33
TUBE1 (51175),TUBE1,51175,0.30547831009139087,0.5151515151515151,33
TWNK (56652),TWNK,56652,0.3294716913852285,0.5151515151515151,33
TXNRD1 (7296),TXNRD1,7296,0.40556316016953725,0.42424242424242425,33
TYMS (7298),TYMS,7298,0.907497402881935,0.36363636363636365,33
UAP1 (6675),UAP1,6675,0.3449010787036137,0.21212121212121213,33
UBA5 (79876),UBA5,79876,0.40563817935184104,0.6060606060606061,33
UBAP2L (9898),UBAP2L,9898,0.28781765257520736,0.18181818181818182,33
UBE2C (11065),UBE2C,11065,0.3000272470565358,0.7878787878787878,33
UBE2D3 (7323),UBE2D3,7323,0.609821209942779,0.7878787878787878,33
UBE2H (7328),UBE2H,7328,0.4101023812232134,0.42424242424242425,33
UBE2S (27338),UBE2S,27338,0.2956331643366711,0.45454545454545453,33
UBE2Z (65264),UBE2Z,65264,0.2967905172972166,0.36363636363636365,33
UBIAD1 (29914),UBIAD1,29914,0.5173761069697409,0.6363636363636364,33
UBQLN4 (56893),UBQLN4,56893,0.3061082473774566,0.5757575757575758,33
UBR5 (51366),UBR5,51366,0.2932967364067248,0.5757575757575758,33
UFM1 (51569),UFM1,51569,0.37204916881204314,0.48484848484848486,33
UMPS (7372),UMPS,7372,0.6128301195167618,0.48484848484848486,33
UQCRC2 (7385),UQCRC2,7385,0.3077038468103497,0.6363636363636364,33
UROD (7389),UROD,7389,0.6955486223424941,0.7575757575757576,33
USE1 (55850),USE1,55850,0.29140432417209555,0.3939393939393939,33
USP1 (7398),USP1,7398,0.3025619592983837,0.2727272727272727,33
USP7 (7874),USP7,7874,0.5923088482390725,0.7575757575757576,33
USP8 (9101),USP8,9101,0.29562849455715234,0.7272727272727273,33
USP9X (8239),USP9X,8239,0.36044847626536936,0.6666666666666666,33
UXS1 (80146),UXS1,80146,0.3840733977856621,0.42424242424242425,33
VARS2 (57176),VARS2,57176,0.3004513278712784,0.6060606060606061,33
VBP1 (7411),VBP1,7411,0.35110815979618976,0.5454545454545454,33
VEZF1 (7716),VEZF1,7716,0.2940659358523754,0.12121212121212122,33
VHL (7428),VHL,7428,0.4698357860701312,0.696969696969697,33
VPS33A (65082),VPS33A,65082,0.3457658146218507,0.7575757575757576,33
VPS37A (137492),VPS37A,137492,0.3060901292051633,0.3939393939393939,33
VPS4A (27183),VPS4A,27183,0.37702700313054854,0.24242424242424243,33
VPS4B (9525),VPS4B,9525,0.33200987232354134,0.09090909090909091,33
VRK1 (7443),VRK1,7443,0.3635101200239187,0.5454545454545454,33
WASHC2C (253725),WASHC2C,253725,0.29928105508749664,0.5454545454545454,33
WDR1 (9948),WDR1,9948,0.5640202387316603,0.6363636363636364,33
WDR48 (57599),WDR48,57599,0.36242914280876937,0.30303030303030304,33
WDR7 (23335),WDR7,23335,0.4908834541414828,0.696969696969697,33
WDR73 (84942),WDR73,84942,0.438398731234396,0.6060606060606061,33
WDR83 (84292),WDR83,84292,0.32481475541656046,0.48484848484848486,33
WNK1 (65125),WNK1,65125,0.4054447648951904,0.7878787878787878,33
WRN (7486),WRN,7486,0.8062221465847956,0.24242424242424243,33
WTAP (9589),WTAP,9589,0.35998294200380726,0.5757575757575758,33
WWTR1 (25937),WWTR1,25937,0.34643346794439844,0.3333333333333333,33
XRCC2 (7516),XRCC2,7516,0.3232953989045767,0.48484848484848486,33
XRCC3 (7517),XRCC3,7517,0.349609042414481,0.5454545454545454,33
XRN1 (54464),XRN1,54464,0.43216760059922094,0.5151515151515151,33
XYLT2 (64132),XYLT2,64132,0.33091431798068466,0.21212121212121213,33
YAP1 (10413),YAP1,10413,0.3371511898091311,0.36363636363636365,33
YME1L1 (10730),YME1L1,10730,0.34515771095782094,0.30303030303030304,33
YPEL5 (51646),YPEL5,51646,0.46241721584159007,0.7878787878787878,33
ZEB1 (6935),ZEB1,6935,0.29818290160957606,0.15151515151515152,33
ZFP36L1 (677),ZFP36L1,677,0.34094037354287793,0.30303030303030304,33
ZFX (7543),ZFX,7543,0.29180888818848766,0.12121212121212122,33
ZMYND8 (23613),ZMYND8,23613,0.2850032634170471,0.18181818181818182,33
ZNF217 (7764),ZNF217,7764,0.39413390320280073,0.36363636363636365,33
ZNF407 (55628),ZNF407,55628,0.28830840924659396,0.696969696969697,33
ZWINT (11130),ZWINT,11130,0.4360870053480927,0.6060606060606061,33
